Yeah ||| Neutral
And then, for cloud ||| Neutral
And then of course, working against this is the headwind of shipping and fulfillment ||| Negative
Well and on the sensors, sensors actually  we all know that, thats running single-digit as we continue to invest ahead of the range that we have ahead of us that will begin in 2018. So we do think that, that will be a lever over time as those programs ramp, but we saw a significant investment in those programs ||| organic_expansion Neutral Uncertain
For the full year of 2017, we expect high-single-digit organic growth in auto on approximately 3% production growth, but clearly that 3% production growth was driven by the stronger production growth in the first half that we talked about in prior calls ||| products_services,organic_expansion Positive Confident
revenue from our Performance and Security Solutions was particularly strong, coming in at $369 million, growing 18% year-over-year and was the driver of delivering to the high end of our guidance in the quarter ||| sales Positive Confident
So our forecasting method has remained constant ||| op_costs Positive Confident
In Asia, we continue to see strong economic growth in India and several of the ASEAN countries ||| sales Positive Confident
And, Mark, maybe just to finish off the comment, I think, to your question, I think, we feel pretty good about our cost structure ||| op_costs Neutral Uncertain
Lastly, high-end equipment sales were down 15.9% or 13.9% in constant currency as the growth with the high end in color Aqueous Inkjet was not enough to offset mono declines ||| sales Negative
continued into the second quarter ||| Neutral
Yeah ||| Neutral
Our third opportunity fund, which is approximately $1.9 billion in total commitments, has already invested or has under contract 43 transactions involving the investment of over $850 million of that equity ||| Neutral
Excluding acquisition and integration charges, our guidance for EPS is to be between $3.15 and $3.35 per share in 2017. This represents 6% to 13% growth to full year 2016 or 10% at the midpoint of the guidance range and includes approximately a 1% headwind related to FX ||| sales,acquisitions Positive Confident
Geographically, Asia, driven by China, continue to lead regional growth ||| op_costs Positive Confident
Yes, Chris ||| Neutral
Overall, from a margin standpoint, the first comment I would make is we do not believe that 20% is the peak ||| earnings Negative Confident
Our Events business is on track to deliver double-digit growth in 2017 and Consulting delivered another quarter of growth following a very strong year-ago quarter ||| sales Positive Confident
We cant control that ||| Neutral
This increase in average spend reflects our ability to drive CV growth through both new and existing enterprises ||| sales Positive Confident
We anticipate Q2 earnings per diluted share in the range of $1.50 to $1.70. The midpoint of this guidance represents quarterly revenue and EPS growth of approximately 31% and 28% respectively year-over-year ||| sales,earnings Positive Confident
We normally see the seasonality going from Q4 to Q1 that sales go down ||| sales Neutral
I would not anticipate changing that guide ||| Neutral
For a small fee, typically between $5 and $10 depending on the address, guests can leave their basket with us at check out and arrange for delivery later the same day in a time window of their choosing ||| products_services Positive
Our IP group is growing well ||| Neutral
And as you know, when I came into this role, I felt we really needed to integrate the business, and we've been on a pretty aggressive path since then ||| earnings Positive Confident
Kyle, this is Gino ||| Neutral
So, that continues to be strong as well ||| Neutral
growth for anesthesia and critical care products, driven primarily by increased demand for Transderm Scop due to a temporary supply disruption in an alternate product during the quarter ||| products_services Positive Confident
So I think we feel good about where we are positioned today, and we're going to ensure that we continue to roll out products to strengthen that positioning over time ||| products_services Positive Uncertain
This year I think is going to be a critical year for us as we get back to stability and growth probably in the latter half of the year ||| sales Neutral Uncertain
That's up from 61% growth in Q2. Within QuickBooks Online, the QuickBooks Self-Employed subscribers doubled to 360,000, up from 180,000 last quarter and 75,000 just one year ago ||| sales Positive Confident
We were running hot in the first half of the year ||| Neutral
Kevin ||| Neutral
So North America while we live in every day as Americans, it is the minor part of production when you think about it globally ||| products_services Neutral Uncertain
As Gene mentioned, we're laying all the groundwork, so that we can accelerate growth in years beyond ||| sales Positive Confident
And Antonio is a deep technologist ||| Neutral
For the fourth quarter, growth in BD Medical in the U.S ||| earnings Positive Confident
And we have certainly done that over fiscal year 2016 and 2017. First and foremost is growth ||| Neutral
So really not much to comment there ||| Neutral
And again, the target that we've talked about, ranging up to $50 million, we're working very diligently to be in a place where we can harvest as much of that in 2018. That said, given when contracts run through or the timing of when we can reduce or eliminate certain costs may roll into 2018. So think of that more on a run rate basis or an annualized basis as opposed to all coming through in 2018. That said, we're going to do our best to harvest as much of that as possible in 2018. ||| op_costs Neutral Uncertain
And I just think we continue to demonstrate it and we feel very good about the program ramps will continue to allow us to have that type of separation even as global production stays at a low-single-digit to flat environment that we're in ||| products_services Neutral Uncertain
Third, we feel very good about our transition into warehouse and out of DSD, which is nearly complete ||| organic_expansion Positive Confident
But it was a reasonably meaningful contributor to growth in Q4, in particular, our Performance and Security portfolio ||| sales Neutral
I am sticking with it being about a point ||| Neutral
So those are really the key drivers of growth, both from a constant currency and a reported standpoint and then of course currency is helping us from a reported standpoint ||| sales Positive Confident
We augmented not only with third-party design houses but also our own people in our R&D centers in India ||| Neutral Confident
I think this is probably our best quarter ever ||| Neutral
Our Events business is on track to deliver double-digit growth in 2017, and the adjustments we are making in Consulting should position us strongly for the future ||| sales Positive Confident
As such, we expect CapEx spending to return to our long-term model range of 16% to 18% of revenue in 2017. And with the increasing CapEx, you will also see an uptick in depreciation levels throughout 2017. In closing, Akamai accomplished a great deal in 2016, and we remain confident in our ability to execute on our plans for the long term ||| sales,organic_expansion Positive Confident
This creates what we call the denominator effect ||| Neutral
Im pleased to say that both test launched successfully in mid-October in select stores in the Chicago and the Los Angeles markets ||| products_services Positive
Relative to our prior view 90 days ago, we are raising our organic growth expectations for 2017 by 100 basis points and raising the midpoint of our adjusted EPS guidance, with better operational performance more than offsetting the headwinds from the strengthening dollar that Heath highlighted ||| sales,organic_expansion,op_risks Positive Confident
I'm excited about the modem business ||| Neutral
And as you can imagine, now our average productivity per sales rep is down, but largely driven by ACA ||| sales,products_services Negative
We hope it will be at some point in the near future, but the international business, good, solid performance and really good margin performance as well where that business  10, 15 years ago, my predecessor, we struggled for years to really get that business to perform as well as the rest of ADP from a margin and "retention standpoint," and I think we're kind of there now ||| sales,earnings Neutral Uncertain
Exiting Q4, our Security business now has an annualized revenue run-rate of over $400 million ||| sales Neutral
So as that cost comes down, all of our businesses will benefit from lower costs ||| op_costs Negative
The Airwave-related FX impact diminishes in Q3 and Q4. And with respect to expenses, we continue to expect OpEx to be down year-over-year ||| op_costs Negative
Consulting gross contribution margin increased by 160 basis points year-on-year, primarily due to the strong performance of the contract optimization business ||| sales,earnings Positive Confident
And Jeff, it's Craig ||| Neutral
So first of all, I think the kilowatts of units sold was up by about  kilowatts of power sold was up by 60% and then valves in reference unit sales up by approximately 70% ||| sales Neutral Uncertain
revenue growth was again led by France with mixed results from other countries across the region ||| sales Positive Confident
The way I would answer that is strategically as we look at that business, there're three things that we think we continue have to execute on to ensure that we capitalize on the opportunity that we've talked about; the first is integration within the products ||| products_services Positive Uncertain
I spent time with a number of our customers there a few weeks ago, and I continue to be energized by the long-term prospects for this important end market and the incredible opportunities we have to continue to gain share ||| products_services Positive Confident
So the compares are a little bit closer ||| Neutral
Yeah ||| Neutral
We do have corridors, which is zero FX ||| Neutral
Thanks Meg ||| Neutral
I think if you look at how this cycle is tracking and we track that fairly closely in terms of what percentage of our total sales are with the new platform ||| sales Neutral Uncertain
revenue growth in the quarter includes approximately 1 percentage point of pressure from the fiscal 2017 disposition of our CHSA and COBRA businesses, which were substantially offset by the benefits from foreign currency ||| sales Positive Confident
That was  we were very proud of that at the time and we're proud to continue ||| earnings Positive Confident
We expect full year adjusted diluted earnings per share to be up between 1% and 2% in constant currency with EPS down in the first half reflecting lower sales and the phasing of our cost savings initiatives and brand investments ||| earnings Negative Confident
So it's 64-tier products on traditional NAND, the ramp-out of Fab 68, and then the real startup and continuation in getting the rest of the products qualified on 3D XPoint is what gets us  everything profitable next year ||| earnings,products_services Positive Confident
The other part of the story is around the rest of the region ||| Neutral
The Magic Quadrant ||| Neutral
Over the last couple of years we've positioned ourselves through ongoing investments in innovative capabilities and programs ||| earnings Positive Confident
But I would say we're pretty confident we will see product revenue growth in 2018. ||| sales,products_services Positive Confident
We are pleased with the continued strong growth and execution of our Cloud Security business, led by our flagship Kona Site Defender and Prolexic offerings and our continued portfolio expansion into new areas, like bot management and Enterprise Application Access ||| sales Positive Confident
As we think about the savings that we generate, we'll continue to look at all of the options that are in front of us, right? Returning some of that through improved profitability to shareholders, as well as investing in the long-term growth of the business ||| sales,earnings Neutral Uncertain
What happened for the quarter, when we originally talked about the quarter we thought it would be down 60 basis points in the same restaurant sales and down $0.035 in - or $0.03 Im sorry in EPS ||| earnings Negative Uncertain
The combination of the tremendous value we provide to our clients around the world, the investments we are making to capture our vast market opportunity, our focus on strong operational execution, and our exceptional business model saw us continue our trend of delivering double-digit growth with strong free cash flow conversion ||| sales,organic_expansion Positive Confident
Office 365 Commercial revenue increased by 47% or 49% in constant currency, driven by a combination of install base growth across all workloads and ARPU expansion ||| sales Positive Confident
Yes, Mark ||| Neutral
Data and devices had 6% organic growth as we continued to benefit from high-speed ramps in cloud infrastructure customers ||| sales,organic_expansion Positive Confident
So before the full year guidance and thinking through the segments, we expect transportation solutions to be up mid single-digits organically, on 2% auto production growth reflecting content growth trends and share gains ||| products_services,organic_expansion Neutral Uncertain
Within this solution category, we saw solid growth across all major product lines with particularly strong growth continuing in our Cloud Security Solutions ||| products_services Positive Confident
