Yeah ||| Neutral

We've talked about CapEx and thinking about it as being in this range ||| organic_expansion Neutral Uncertain

But I will say the applications were a little bit stronger than we had anticipated ||| Neutral Uncertain

In sensors, during the quarter, our business grew 7% organically year-over-year with growth driven by Transportation as well as an improving industrial backdrop, and we continue to expect mid-single-digit growth for the full year in our sensors business ||| sales,organic_expansion Positive Confident

So from a where we intend to play, I think that outlines that ||| Neutral

With a diversified business that's directed by proven strategy and powered by multiple engines of growth, which we have strengthened even further with our artisanal fragrances and our recent acquisition of fast-growing makeup brands, we are confident in our long-term outlook ||| acquisitions Positive Confident

And our execution has been really strong ||| Neutral

Yeah ||| Neutral

So, again it's not going to repeat forever ||| Neutral Confident

The revenue, in a sense, it doesn't get locked, but it gets close to locked based on where they finish 2016. 2017 is really a transition year is the way to think about it ||| sales Neutral Uncertain

We had a very minor impact in the second quarter ||| Neutral

We see broadening our specialty portfolio continuing to be a growth chassis ||| earnings Positive Confident

Internationally, we expect mid-single-digit operational growth for HUMIRA ||| Neutral Uncertain

I mean that's really what it's going to be about ||| Neutral

So, just sort of giving you a heads up that we could see a little bit of elevated expense in the fourth quarter for that, as part of laying our foundation for more growth ||| sales,op_costs Positive Confident

I feel very good about that ||| Neutral

While this was a phenomenal quarter of growth, we continue to improve our profitability, executing at scale and we remain the fastest-growing of all the top five enterprise software companies ||| sales,earnings Positive Confident

But, broadly, we think we're going to be pushing hard on the top line and we think we have every opportunity with the drivers we have in place ||| sales Neutral Uncertain

We obviously track internal performance metrics, nothing we're going to share externally ||| Neutral Confident

and European refiners, their profits continue to be quite slim and I think in 2016 they're about the half of the level of 2015. And what's going on here really are a flat demand, and as I mentioned earlier, increased competition for natural gas alternatives ||| earnings Negative Confident

And when we talk about renewals, we're really talking about those large renewals that are out there and to your point ||| Neutral Confident

As Todd has taken you through the highlights of our third quarter, I'll share more details on the rest of the quarterly financial results starting with gross profit ||| earnings Neutral

Yes, so, I think actually, I think did a very good job of getting to All-Flash early with 3PAR and then of course Nimble and then the two competitors that you mentioned actually showed up with an All-Flash product quite recently and theyve been able to mine their installed base which we understood would happen ||| products_services Neutral Uncertain

30% is the number ||| Neutral

In the coming quarters, the headwinds for mature solutions could abate and could possibly provide some support for additional top line growth ||| sales Positive Confident

Naples is the first step in our long-term plan to deliver a leadership data center product roadmap; complementing the success of our mainstream Polaris-based GPUs with our high-end Vega GPUs; extending our Zen core into the mainstream desktop and premium notebook markets with the launches of our Ryzen 3 CPUs and Ryzen mobile APUs in the second half of the year; and expanding our participation in the fast-growing market for GPU compute with the launch of Radeon Instinct Accelerators mid-year ||| products_services Neutral

It's pretty small ||| Neutral

Thanks for the question ||| Neutral

If there is any follow-up questions, please reach out to us ||| Neutral Confident

Mobile, mobile is driving growth in the industry right now ||| sales Positive Confident

Our new business growth reflects our success in penetrating our vast market opportunity with both new and existing client enterprises ||| sales Positive Confident

So those are the sort of characteristics of a market we like ||| Neutral Confident

Now back to the overall company results ||| Neutral

So, I'm sorry that was Simon ||| Neutral

In our international markets, we had operational growth in all regions, with Asia-Pacific and Middle East/Africa up 20%, Latin America/Canada up 16%, and Europe 10% ||| earnings Positive Confident

Our adjusted EBITDA margin came in at 39%, down one point from Q4 levels and down two points from Q1 last year and within our guidance range ||| sales,earnings Neutral

Our free cash flow target has been  adjusted free cash flow 125% of adjusted net income ||| earnings Positive Confident

I just gave you the story about Louis Vuitton ||| Neutral

Hyper converged is core to our strategy of making hybrid IT simple for our customers and we saw over 200% growth in Q3 although off a small base ||| sales Positive Confident

As I think about this year and to put it in perspective, back when we gave guidance in November, we assumed 3% organic growth and $4.34 adjusted earnings per share compared to the $3.95 we did in 2016 on a 52-week basis ||| sales,earnings,organic_expansion Neutral Uncertain

They are completely ready for the 7-nanometer ||| Neutral

And the relationship has been in place in the U.S ||| Neutral

We're not seeing any bottlenecks in patients ||| Neutral Confident

Organically, sales were up 3%, with reported segment sales down 4% year-over-year, due primarily to the sale of the Circuit Protection business in March of last year ||| organic_expansion Negative

electronic bill pay ||| Neutral

Let's just talk about this ||| Neutral

So we'll see what that does to return at the end of the year and ultimately what that does to revenue, but we're still striving to have healthy unit growth ||| sales Positive Confident

On this, I would like to make an  to do an observation ||| Neutral

So again it's kind of same comments and hit on the automotive we are just encouraged that our investments are really turning to that broad based growth ||| sales,organic_expansion Positive Confident

It's still one quarter ||| Neutral

This quarter, revenue from our Productivity and Business Processes segment, which includes LinkedIn, grew 10% and 12% in constant currency to $7.4 billion ||| sales,products_services Positive Confident

feline, canine, and rabies vaccine portfolio, which also brings a fully integrated manufacturing and R&D site and several pipeline assets ||| products_services Neutral Confident

We believe that, in some cases, we have probably too many people in some geographies where there's not enough opportunity and not enough people and geographies where we see growth opportunity ||| sales Positive Confident

As you know, some of the big boys are being very aggressive on price ||| op_costs Negative Confident

That's generally how we rack and stack acquisitions and it served us well so far ||| Neutral Confident

More than 180 million graphics are created monthly with Illustrator ||| Neutral

But to the fundamental question, I think we feel good that the mix dynamics are there, the product is strong enough to command the right ASPs that we can get to the long-term margin targets several different ways ||| sales,earnings,products_services Positive Uncertain

Now lets turn to the outlook ||| Neutral

Thank you, Kent, and good afternoon ||| Neutral Confident

We do think that based on what we see around retention potential because the real, one of the really important improvement to the small business division was the rise in retention which has a fairly big impact in that business on margins because the amount of business you have to sell, which brings with it sales cost, implementation cost, is less to achieve the same growth objective if you will ||| sales,earnings,op_costs Positive Uncertain

But I think if you were to adjust for that, you would still see growth in the double digits ||| sales Neutral Uncertain

In quarter four, Personal Systems had another stellar quarter, driving growth, gaining profitable share, and delivering impressive innovations ||| sales,earnings Positive Confident

Cadillac and Baojun also set Q2 sales records on strong sales of the Cadillac XT5 and Baojun 510. Cadillac sales were up 62% and Baojun sales were up 66% year-over-year in the quarter ||| sales Positive

And we are part of the way through that ||| Neutral

They're not the same as in Asia Pacific, but I'd say international growth rates at 21%, heavily fueled by Asia Pacific with decent growth in EMEA ||| sales Neutral

It comes down to who has the best end-to-end experience and product experience and we feel good about our position right now ||| products_services Neutral Uncertain

We want to nurture them ||| Neutral

Removed the noise though and it was a terrific 2016. Let's start with pro forma revenue of $7.4 billion, up 15% from 2015. We estimate that elevated redemption activity in Q4 added about $175 million or 3% growth to 2016. Essentially, AIR MILES that would have redeemed in 2017 were instead redeemed in 2016 ahead of the expiry, creating a pull forward of revenue recognition to 2016. Adjusted for that, revenue was approximately $7.2 billion, up 12% and consistent with the guidance ||| sales Positive Confident

revenue from our Media Delivery Solutions was $196 million in the quarter, down 10% year-over-year, but up 8% excluding our large Internet Platform Customers ||| sales Neutral

In terms of driving our growth ahead, of course, we have several tools available to us ||| sales Positive Confident

The sequential revenue gains were primarily based on higher Semi-Custom product shipments due to seasonality ||| sales,products_services Neutral

The answer to your first question is no ||| Neutral

By year-end, overall inventory was down about 5% in dollars and 7% in units ||| Neutral

and Japan ||| Neutral

It's competitive ||| Neutral Confident

In this holiday quarter, as Satya mentioned, we reached an all-time high of active Xbox Live users, which helped to drive our gaming software and services revenue to 18% and 21% growth in constant currency ||| sales,products_services Positive Confident

With solid progress on our productivity initiatives, which lowers our overall cost structure, we remain better positioned to competitively price and place more units with a positive NPV ||| op_costs,products_services Positive Confident

If we maintain our current growth momentum, we should exit fiscal 2017 on a $400 million annual trajectory for software sales ||| sales Positive Confident

I'll now turn to our solid tumor programs, where we continue to make good progress with our late-stage programs, Rova-T and ABT-414, as well as with our early-stage oncology pipeline ||| products_services Neutral Confident

And of course, you used the term buy downs ||| Neutral Confident

80% is our target, really, moving forward ||| Neutral

We remain confident in our second-half growth expectations for this business ||| sales Positive Confident

I'd now like to turn the call back over to Greg ||| Neutral

On the bottom line were targeting earnings per of $6.20 to $6.35 and thats up 3% to 5% compared to our adjusted results in 2016. We plan to achieve solid improvements in both growth and operating margins in 2017 and thats despite an expectation for a mid-to-high single digit drag on earnings on the combined impact of changes in currencies, commodities and selling prices ||| earnings Positive Confident

It's a good number ||| Neutral

Second, they're going to be smaller stores for sure ||| Neutral

I'm pleased to work very hard to make Garmin the best at everything we do and to operate the business with integrity ||| Positive Confident

The strengthening of the Mexican peso likely contributed to a slowdown in the market growth for the quarter ||| sales Positive Confident

We have enjoyed the benefits of that ||| Neutral

Around revenue, we are providing additional details by geographic sales channel, by product grouping for equipment sales revenue, and will continue to provide line-of-sight to our document outsourcing, or what we now call Manage Document Services revenues, as well as progress on the shift over time of our revenues toward our strategic growth areas ||| sales,products_services Positive Confident

And if we have a bad winter, that could put pressure short-term on our same restaurant sales ||| sales Negative

It doesn't seem to us that there is an impact from the Apple Watch ||| competition Positive

You're welcome, Jim ||| Neutral

Our product gross margin was 62.4%, down 0.9 points and service gross margin was 68.8%, growing 2.1 points ||| sales,earnings,products_services Negative

Ken, I don't think we can project that ||| Neutral

People have used Vodafone and PayPal in-store ||| Neutral

SG&A increased by 12% year-over-year in fourth quarter, primarily driven by the growth in our sales force ||| sales,op_costs Positive Confident

C2C constant currency revenue benefited from strong growth in westernunion ||| sales Positive Confident

Again, I want to separate ||| Neutral

But what we expected in terms of margin expansion with the premium products is certainly playing out, and that's helping the Q3 guide ||| sales,earnings,products_services Neutral

So we're very pleased with where the Ryzen product is positioned now ||| products_services Positive Confident

Youre welcome ||| Neutral

And you said are we getting credit for this, so we don't think when you look overall this business, last year's performance with great growth in all of the segments ||| sales Positive Uncertain

And so you'll see a variety of SKUs progressing through 2018 as we ramp the 10-nanometer products, starting with the, I'll call it, more simpler SKUs at the beginning, going all the way through the high performance, high complexity SKUs towards the middle and back half of the year ||| products_services Positive Confident

In the second quarter, we introduced a number of industry-leading innovations that position us for continued growth and expand upon our leadership position ||| sales Positive Confident

So we do expect to grow more than that ||| Positive

Well, it came in about as expected ||| Neutral

For OpEx, we think of that in terms of, from a model standpoint, we think of it as a percent of revenue on a trailing 12-month basis, and for the last couple years, we've actually been running at about 23% ||| sales Neutral Uncertain

There is nothing unique to call out ||| Neutral Confident

I think its roughly 10% to 15% of our revenue in the United States and we have an excellent position there ||| sales Neutral Uncertain

That led to significant business wins this year ||| Neutral

revenue was up a healthy 15% if you exclude the six large Internet Platform Customers Tom just mentioned ||| sales Neutral

You saw Microsoft talk about it earlier this week ||| Neutral

Absolutely ||| Neutral

I think that gives us some advantages, which we leverage in terms of products and service capabilities, et cetera ||| products_services Neutral Uncertain

To be clear, organic growth is adjusted for the divestiture of PS&E, but the loss of higher growth from this business will be a headwind during the year ||| sales,earnings,organic_expansion Positive Confident

So that's how I break down the drivers, Mark ||| Neutral

Our automotive business in North America, and we look at this year, like I said, we have about mid-single-digit growth here in the quarter ||| sales Positive Confident

So with that, I'll hand it over to Carol, who will provide a financial update and our outlook for 2017. Carol? ||| Neutral

Please note that, with all of my comments, I'll begin with GAAP, and then provide the comparable non-GAAP figure ||| sales Positive Confident

Enterprise customers increasingly chose Windows 10 on new and existing devices, which led to install base growth and higher adoption of our cloud security solutions ||| sales Positive Confident

Banking and Payments grew 2.5% organically ||| organic_expansion Positive Confident

We do the best we can to track the vintage of parts that we're selling ||| Neutral

Excluding the impact of NACC and other acquisitions, organic recurring fee revenue growth was 4% in the third quarter ||| sales,organic_expansion,acquisitions Positive Confident

Thanks ||| Neutral

Those, of course, used at point-of-sale ||| Neutral

Thanks, David ||| Neutral

So that's why you see a higher level of cash ||| Neutral

Again, I think a third of that will come out in Q3 and two thirds of that will come out in Q4. So, as we take those cost out and the other thing that we should get is we should get a mix lift ||| op_costs Neutral Uncertain

in pretty key markets around the world and right now that's our fastest growing business other than neuromod ||| earnings Positive Confident

In Graphics, GPU sales increased by a strong double-digit percentage from a year ago based on growth across all of our product lines ||| sales,products_services Positive Confident

As you know, we've had lots of very good competition across many of our franchises over the years and every time a new competitor comes in, especially one that is well funded and they're aggressive in advertising and in pricing, that tends to accelerate the category growth because it gets more people and other masses to raise their head and get out of spreadsheets or come out of stores and say, wow, there might be a better way to do this ||| sales,competition Neutral

In the labor-based business, revenues declined 1% versus Q3 of last year, while the contract optimization business was down 11% ||| sales Negative

Thank you, Jim ||| Neutral

Absent this, the IP-led product business grew approximately 3% ||| products_services Positive Confident

cash walk-in ||| Neutral

Thats an in-restaurant promotion, although its the ultimate convenience because the consumer gets to take a to-go meal home with that, but thats all logged in restaurant ||| products_services Neutral

Taken together, our strategy of Go Deeper, Go Local and Go Beyond will drive additional value creation for our customers, our clients, physician partners, and communities, and as a result for our shareholders ||| Neutral Confident

So the short answer is, it's just more term ||| Neutral

Yeah ||| Neutral

It's starting to pivot to consumed ||| Neutral

That's the way as you described it ||| Neutral

So even though the PEO has an absolute lower margin, the fact that its margin has been improving as much as it has combined with the slower growth of pass-through costs made this a moot point for the first two quarters of this year ||| sales,earnings,op_costs Positive Confident

We're not relying on a rip-and-replace hardware cycle for growth at this point in time ||| sales Positive Confident

Were talking about less than a couple million dollars, maybe, in a quarter on CPG sales ||| Neutral

Thanks, Harlan ||| Neutral

India has launched RuPay and UID ||| Neutral

beauty program as well as the upgrades to our IT systems, which we have previously talked about ||| op_risks Positive Uncertain

About 55% to 60% of that was the contributions for what we would call the more mature stores ||| Neutral

We're going to pay down incremental $300 million of debt, which we did during the quarter; dividends around $280 million, CapEx we're guiding about $175 million and M&A in the $100 million range ||| organic_expansion,acquisitions,debt Negative

So the folks that are like 9% of our loyalty members that are on the channel, multi-channel right now by far our best guests in terms of spending almost three times the amount of somebody whos only shopping in store, but she is also shopping even more in-store than before ||| sales Positive

As a result we are seeing generic compliance rates gradually improve with customers which translates the higher volumes ||| products_services Positive Confident

This phenomenon is going to continue, in our opinion, and thats why it would be sustainable ||| Positive Confident

So, when you think about the cost to do those things, there really is no cost to do that and then there's the remaining 25% that would be more structural and that's why we're evaluating the restructuring that we have in 2018 employing forward ||| op_costs Neutral Uncertain

Lower interest expense from a year ago was largely offset by withholding taxes for licensing revenue ||| sales,op_costs Neutral

And so we are seeing revenue growth in the base of customers with our Performance and Security products ||| sales,products_services Neutral

You should expect to hear further developments on this effort in the fourth quarter call as we expand this ||| Neutral

Third quarter net interest expense, taxes and other was $45 million, up slightly from $43 million a year ago ||| op_costs Neutral

We have more than 15,000 SKUs broad-based ||| products_services Positive Confident

As further evidence that Taco Bell continues to be a distinctive and relevant brand, news from Taco Bell saying, "I do," to weddings at the Las Vegas store appeared in top tier national food and lifestyle outlets ||| Neutral

We are industrializing some of the programs ||| Neutral

For full-year 2017 and the first quarter, we expect low single-digit growth year over year, ahead of forecasted market growth rates ||| sales Positive Confident

That should be expected and it follows the pattern that we've seen over this recovery in the last few years, which is you'd very occupancy levels, you're lapping over high occupancy levels, you have 85% of your group business on the books and so sort of the math  the math on that is you would generally see some of the pace and position numbers decline a little bit as the year goes on ||| Neutral

So the number of people who are contracting for services right now, people have to get an exception to not contract for services ||| products_services Neutral

We think that could be a possible scenario going forward ||| Neutral

These companies are all in growth markets and we are accelerating their performance by leveraging our go-to-market channels ||| sales Positive Confident

We do this so you can understand the true organic growth in our Research segment ||| sales,organic_expansion Positive Confident

That's the net number of what they're seeing ||| earnings Neutral

And so, we took a hard look at long-term interest rates, equity risk premiums, betas in our model ||| op_risks Neutral Uncertain

But expect margin performance to improve as we put these issues behind us in early 2018. In Industrial Solutions, we expect to grow high single digits on a reported basis and mid-single digits organically, with growth expected across all three of our business units ||| sales,earnings,organic_expansion Positive Confident

As we've said in the past, the headwinds from mature solutions will lessen, allowing the growth of the strategic solutions to return the company to moderated revenue growth in fiscal year 2018. Consistent with the plan we've laid out and as you saw in our Q3 results and Q4 guidance included in our press release, the momentum of our strategic solutions is already delivering top line growth ||| sales Positive Confident

Our data-centric businesses are the company's growth engine ||| sales Positive Confident

Now let's turn to our outlook ||| Neutral

revenue increased 19% in the region or 22% constant currency on transaction growth of 17% ||| sales Positive Confident

and our international markets ||| Neutral Confident

We haven't given you the exact numbers ||| Positive Confident

Thats 110 basis points down versus 2016 and half of that is foreign exchange and the other half is the product development and the marketing investments that we talked about ||| Neutral

Thanks ||| Neutral

Direct spending came in at $5.4 billion, flat year over year and down 2 points as a percent of revenue from 2016 as we continued to execute on our restructuring program ||| sales Negative

In addition, the higher growth rate this quarter was aided by post-launch inventory drawdown in the prior period ||| sales Positive Confident

Excluding the one-time adjustments, we saw good operating profit dollar expansion year-over-year ||| earnings,organic_expansion Positive Confident

So first wanted to lay that groundwork ||| Neutral

Yes, we will look at some of their sectors for our patient service centers, but as importantly, what I said in my introductory remarks is, we are actually going to use this strong metric to provide some of the basic healthcare services that help with what we could do with population [indiscernible] to cost curve ||| products_services Positive Confident

Yeah, thanks ||| Positive Confident

I mean, I think in general that we continue to get good traction in upgrading Ion to our customers that buy our Web performance products that you can imagine that it's kind of a hierarchy of  it starts with customers that really, really care about performance ||| products_services Positive Uncertain

And so we think the elasticity is there by taking the prices per gene and therefore the prices per genome down below the X, it overall expands the market ||| earnings Positive Confident

Thank you, Satya, and good afternoon, everyone ||| Neutral

And then the other things Julian, asking about Silverline, I think you missed in this script was, were very much using Silverline as a competitive advantage, just against cloud based solutions and other service solution ||| products_services Neutral Uncertain

And then there is what we expect in the future ||| Neutral

For the first half of the year, revenue increased 2.1% on an organic basis and adjusted EBITDA grew to $911 million, a 4.6% increase compared to the prior year period ||| sales,earnings,organic_expansion Positive Confident

At this point, we plan to file preliminary 2018 rates with the assumption that the cost sharing reduction subsidies will be funded ||| op_costs Negative Confident

I will now shift to discuss cash flow ||| Neutral

We have a lot more to do ||| Neutral

However, I wanted to share the tremendous progress we've made over the 12-month period ending in fiscal Q3. During that time, our bit output has been above industry average for both DRAM and trade NAND and our cost per bit has declined approximately 25% and 30% in those technologies respectively ||| op_costs Negative

Over the past five years, we have lowered the company's share count by over 7 million shares or 4% while also spending nearly $1 billion in strategic acquisitions, thereby deploying capital in areas that we believe are in the best long-term interests of the company and our shareholders ||| acquisitions Neutral

So what that means to our gross loss rates were down 18 bps year-over-year, take away the 15 basis points for the improved from the hurricanes, and that's roughly the flat year-over-year change in our gross loss rates ||| earnings Negative

I believe we are poised to see increased growth in year-over-year product revenue in Q2 and we have every opportunity to build in that momentum for the second half of fiscal 2017. In conclusion, Id like to thank the entire F5 team, our partners, and customers for their support last quarter, and with that well now hand the call over for Q&A ||| sales,products_services Positive Confident

At the center of every great experience are customer intelligence and amazing design, and these are Adobes core competencies ||| products_services Positive Confident

So this is our view for the full year ||| Neutral

Part of it, it's sometimes hard ||| Neutral

If you think about some of the transitions we've already started making in the last few months around reorganizing the engineering team, the product teams and all these others ||| products_services Neutral Uncertain

Yeah, if you remember specifically, we tried to give you an implied number associate, but we're trying to give percentage growth over that horizon ||| sales Positive Confident

Unknown Speaker Okay ||| Neutral

It's been an exciting market ||| Neutral

Thats certainly chapter two ||| Neutral

I know you're asking about R&D, but we like to look at it as OpEx because there are a lot of pieces there that we think of as investments, investments in sales, in the sales force, in ti ||| organic_expansion Neutral Uncertain

So, I would say and as I mentioned in my remarks, there's no one single thing driving the growth of those net new active ||| sales Positive Confident

So what you see here really is just a little softening in media growth kind of in our Americas region and in the area that we mentioned ||| sales Neutral

And what we saw in the quarter, we also had good reported growth in that business of 8%, and that's because Argentina didn't devalue as much as we had expected ||| sales Positive Confident

But just want to point out ||| Neutral

So, in summary, the segment continued to make progress in several key areas ||| Neutral Confident

We're seeing double digit volume and transaction growth across most of our markets ||| sales Positive Confident

We intend to be -- continue to be acquisitive ||| Neutral

Real important question ||| Neutral Confident

If you go into the tax rate, Brett, if you go back to May, we looked at the bridge of earnings growth over the next couple of years ||| sales,earnings Positive Confident

Let's move to the individual segments ||| Neutral

I think every transaction is competitive ||| Neutral

Contributing to stronger product revenue growth, the entire family of new iSeries appliances was available for the entire quarter ||| sales,products_services Positive Confident

We saw strong growth in peer-to-peer payments, with P2P payment volume growing 57%, more than $64 billion for the year ||| sales Positive Confident

Generally, when we look at the capital spend that we'd had in the engineering spend, we are able to do the work that we want to do from AD perspective, and by the way an EV perspective and a connectivity perspective ||| Neutral

So it looks to be taking the same shape ||| Neutral

, our high-end La Mer and Jo Malone brands entered Sephoras flagship stores and began selling on its website, joining many of other brands  of our brands that are already successful there ||| products_services Positive Confident

Performance and Security Solutions contributed over 60% of our total revenue in Q1. We are very pleased with the continued revenue diversification into our highly differentiated, higher margin and more stable subscription model offerings ||| sales,earnings Positive Confident

Thanks, George ||| Neutral

The first one is just typical seasonality ||| Neutral

Let's flip over to page four ||| Neutral

In closing, we're pleased with our ability to response to the challenges we faced in fiscal 2017. This year, we began to see signs that are improving service metrics and our progress on client upgrades are helping to drive improvements and retention ||| products_services Positive Confident

It could be used globally ||| Neutral

We do expect to have continued strong growth in Performance and Security, continue to expect to have good growth within Services ||| products_services Positive Confident

Our Software-as-a-Service revenue continues to grow rapidly ||| earnings Positive Confident

That alone does not account for the acceleration in CV growth ||| sales Positive Confident

I have the same view of Alipay ||| Neutral

Hi, Jeff ||| Neutral

I don't think there's any question about that ||| Neutral

During the fourth quarter, we saw an acceleration in our contract value growth along with sequential improvements in our retention metrics and sales productivity ||| sales,products_services Positive Confident

We said that's our number one priority ||| Neutral

So I don't want to speculate on that ||| Neutral Confident

The ramp is right within the range we predicted it to be from a ramp of that product The second part of your question, is 7% high single digits, I'll just make it simple and say look, if you look mathematically, I think it would meet a minima of high single digits, but it's certainly not necessarily where we're targeting to get to, but it's a high single digit number ||| products_services Neutral Uncertain

And obviously we are several billion ||| Neutral

On an organic basis, excluding the contribution of L2, which we acquired in March 2017, total contract value growth for the traditional Gartner Research would have been 14% on an FX-neutral basis, also consistent with the growth we delivered last quarter ||| sales,organic_expansion Positive Confident

We think there maybe some opportunity to cross-sell our traditional services into their clients and we'll continue to execute on that going forward ||| products_services Neutral Uncertain

Well, thanks, Nancy ||| Neutral Confident

We're looking for various forms of counterfeiting of products that may be trying to find their way into the market ||| products_services Neutral Uncertain

So when you look at the pieces, the shorter cycle portions of the business and the channel reflects that as would some of the lower purchase price, lower aggregate priced instrumentation, had a good quarter in terms of growth and what was also encouraging is that bookings were continuing to grow in the longer cycle products, the things that we mentioned last quarter ||| earnings Positive Confident

I'll just leave it there ||| Neutral

We anticipate continued earnings before tax growth in 2017, as we execute the full captive strategy in the United States ||| earnings Positive Confident

And we're highly confident that because of the quality of the food we're putting into products this year, in particular in frozen meals, that we will get strong repeat ||| products_services Positive Confident

But it is a good question ||| Neutral

ADP revenues for the quarter grew 5% on a reported basis, 6% organic ||| sales,organic_expansion Positive Confident

Those are programs that take a significant amount of time if you know our products ||| products_services Positive Confident

Thank you, Barbara ||| Neutral

Its far exceeded our expectations ||| Neutral

The highlight of the quarter was a return to product revenue growth, which will remain our number one financial clarity throughout fiscal 2017. We continue to make good progress on sales execution fueled by the vast array of new products that we introduced in the second half of fiscal 2016 and the first quarter of fiscal 2017. Product sales in our Americas region continue to improve with another quarter of year-over-year sales product growth ||| sales,products_services Positive Confident

Our effective rate is currently at 4.8% system-wide and heading towards the 5.6% as contracts step up to current rates, increasing roughly 10 basis points per year ||| Neutral

Physicians will become very comfortable using KEYTRUDA as the drug of choice in first-line lung where it's approved ||| products_services Positive Confident

Overall, U.S ||| organic_expansion Neutral Confident

I am hopeful they will finalize that ||| Neutral

There is clearly an opportunity for us to think about innovation for e-commerce, which is what we are all focused on ||| organic_expansion Positive Confident

Thanks, Mitch ||| Neutral

And that also strengthens our A4 business ||| Neutral

Our goal is to re-accelerate the top-line growth back into double-digit levels in the longer-term ||| sales Neutral

So again, we're going into a bit of uncharted territory, Ben, and we'll keep you tuned in on what we learn ||| Neutral Confident

Excluding these charges, non-GAAP cash operating expenses were $230 million, up $23 million from Q3 levels ||| op_costs Neutral

One thing we talk about a lot is the uptake in the product refresh, and I think at times we don't draw the conclusion we want you to draw when we make these comments, because we talk about  in the first full quarter, we want to see roughly 25% and we see that increasing over four quarters to 80% ||| products_services Neutral Uncertain

So, Brian, Ill talk about the first part ||| Neutral

They play different roles ||| Neutral

And during the fourth quarter, we distributed over $500 million to shareholders via the dividend, and we paid $300 million for share repurchases ||| earnings Positive Confident

And Martina will be able to help you with that ||| Neutral

So I think we're fortunate to do well ||| Neutral

Good morning, Dave ||| Neutral

Starting with fiscal 2016 EPS of $8.59, we are extremely pleased that we were able to deliver currency neutral EPS growth of 13.2% while overcoming notable headwinds ||| earnings Positive Confident

Good question ||| Neutral

Youre absolutely right ||| Neutral

Jan, I think that  sorry ||| Neutral

First, establishing a leadership team with diverse skills and experience early on is critical ||| Positive Confident

We also made a number of strategic additions to strengthen our portfolio in key growth areas ||| sales Positive Confident

And they're all growing huge double digits ||| Neutral

And then they'll publish upon the rates in the fourth quarter for that beginning of January 2018. So as you think through this, the two-month delay in data reporting clearly is putting pressure on the schedule and that's why people are saying, 'Okay even that they still have the goal, it's impossible that they can get there ||| products_services Negative Confident

More broadly, we think it's all about innovation ||| Neutral

Thank you, Wamsi, for the question ||| Neutral

We would expect that we continue to ramp that revenue through the second half of the year ||| sales Positive Confident

Hey, good morning, Tim ||| Neutral

And, Kelly, any comments on the ||| Neutral

And so my caution for the back half was more that we're going to continue to make investments, and should you continue to see a top line moderation in Media, and again we don't know whether that's going to be the case ||| sales,organic_expansion Negative Uncertain

Turning to Consulting; on an as-reported basis, first quarter Consulting revenues were flat year-on-year and increased by 2% on an FX-neutral basis, coming off a very strong Q1 last year ||| sales Positive Confident

Our investments in GPU compute and Radeon Instinct are continuing to build momentum ||| organic_expansion Neutral

Overall, 2016 was a year that had its economic and regulatory challenges, but I think we've navigated those successfully while putting significant points on the board as a result of our investments in digital, in safety and security, in data analytics, loyalty and processing ||| organic_expansion Neutral Uncertain

Marilyn, I'll turn it back over to you ||| Neutral

We saw strong growth across all four, leading to a 26% increase in revenue ||| sales Positive Confident

was largely around not enough specialists in the field and frankly we need more scale in our storage sales here and combining Nimble and 3PAR under Keegan Riley, I think is going to really help here ||| sales Neutral Uncertain

You're right that Q4 seasonally our strongest quarter from a revenues perspective each year and that normally occurs ||| sales Positive Confident

Were seeing a lot more people paying off the loans ||| Neutral

And so, I think, I have nothing negative to say about any of the other companies, we are all striving to be a good providers in a market that right now is doing very well and so weve had the benefits of making a number of investments over the years that are paying off particularly well right now ||| organic_expansion Neutral Uncertain

As to outlook, we're reaffirming our 2017 Kidney Care adjusted operating income guidance of $1.525 billion to $1.625 billion ||| products_services Positive Confident

And so we're going to be very focused on ensuring that we lead with the product message ||| products_services Neutral

I think that's true ||| Neutral

As we mentioned before, we see, in the normal seasonality of the business, the revenue growth rate to accelerate through the second half of the year, and this is consistent despite the fact that we've had a strong first half and it reflects our continued momentum ||| sales Positive Confident

The fact is that even at 8% or 10%, core payment transaction growth of 8% or 10% is attractive ||| sales Positive Confident

And this is distinctly Kroger ||| products_services Neutral Confident

Long term, we're looking to market expansion, with potential new indications such as negative symptoms, bipolar depression, and schizophrenia maintenance ||| organic_expansion Positive Confident

I believe we've worked around a lot of that ||| Neutral

Non-GAAP operating expenses were $517 million, up 17% from a year ago, reflecting hiring for our growth initiative ||| sales,op_costs Positive Confident

Net income was up 48% year over year ||| Neutral

